GeneID	GSM3295068	GSM3295077	GSM3295090	GSM3295097	GSM3295099
26829	3223	55137	55184	31336	32169
90231	4	2	1	1	0
5351	4	0	4	4	0
9927	3	3	2	4	6
60672	0	0	0	0	0
102466982	0	0	0	0	0
943	0	0	0	0	0
102465836	0	0	0	0	0
7133	4	2	2	1	4
100616438	0	0	1	0	0
107984917	0	0	0	0	0
55187	17	20	12	33	21
677885	9	14	8	23	36
105376744	0	0	1	0	0
9249	1	0	2	2	5
102466722	0	0	0	0	0
343066	0	0	0	0	0
126767	0	0	1	0	0
93190	1	0	0	0	0
390999	0	0	0	0	0
65121	0	0	0	0	0
105376745	0	0	0	0	0
440560	0	0	0	0	0
343069	1	0	0	0	0
65122	0	0	0	0	0
400735	0	0	0	0	0
343071	0	0	0	0	0
441871	0	0	0	0	0
440561	0	0	0	0	0
101929983	0	0	0	0	0
649330	0	0	0	0	0
441873	0	0	0	0	0
649324	0	0	0	0	0
440563	1	0	0	0	0
645354	0	0	0	0	0
645359	0	0	0	0	0
101060301	0	0	0	0	0
343070	0	0	0	0	0
400736	0	0	0	0	0
391003	0	0	0	0	0
343068	0	0	0	0	0
391002	0	0	0	0	0
645382	0	0	0	0	0
653619	0	0	0	0	0
729528	0	0	0	0	0
645414	0	0	0	0	0
391004	0	0	0	0	0
645425	0	0	0	0	0
126755	0	0	0	0	0
102724856	0	0	0	0	0
107984918	0	0	0	0	0
10630	1	4	3	1	1
107984919	0	0	0	0	0
105378612	0	0	0	0	0
105376756	0	0	0	0	0
7799	11	10	8	15	9
23254	0	2	2	1	4
107985467	0	0	1	2	0
107985468	0	0	0	0	0
105376762	0	0	0	0	1
105376759	0	0	0	1	0
107985469	0	0	0	0	1
200197	0	1	1	0	1
55092	0	2	0	0	1
727684	1	0	0	0	0
114827	0	0	0	1	1
101927417	0	0	0	0	0
101927441	0	0	0	0	0
79180	2	2	1	1	0
11330	0	0	0	0	0
63036	0	0	0	0	0
105376767	0	0	0	0	0
51032	0	0	0	1	0
842	1	1	0	1	0
23341	8	10	3	9	5
107397391	1	0	0	0	0
79814	1	1	1	0	0
84301	10	16	7	11	20
6248	1	1	1	1	3
23207	2	1	4	1	5
284723	0	0	0	0	1
110806303	0	0	0	0	1
388595	0	0	0	0	0
54751	0	1	1	0	0
440567	0	0	0	1	1
729614	0	3	0	2	1
23013	12	14	5	24	13
7709	0	0	0	3	1
149563	0	0	0	0	1
27129	0	0	0	0	0
1187	1	0	0	0	1
1188	0	0	0	0	0
348487	0	0	1	0	0
1969	1	0	1	1	0
101927479	0	0	0	3	0
128272	0	0	0	0	0
101927546	0	0	0	0	0
79363	0	0	0	0	0
54455	0	1	2	8	2
26099	4	4	2	1	2
374955	3	2	2	1	2
55707	2	2	2	0	2
107984921	0	1	0	1	1
114819	0	0	0	1	1
26871	8445	6903	5488	10607	11050
107985757	0	1	0	0	0
100132147	14	14	34	5	8
107985758	14	14	34	2	8
7195	11	8	87	27	543
55672	2	1	1	2	2
105376794	2	1	1	3	2
84809	2	1	0	2	1
11209	0	0	0	0	0
107985736	0	0	0	0	0
26869	8435	6852	5540	10613	11072
107985759	3	0	3	1	5
284729	0	0	0	0	0
100189045	0	0	0	0	1
6060	8874	7322	5872	11125	11582
11223	0	0	0	1	0
100500876	0	0	0	0	0
100189298	13	8	89	28	577
112267871	12	12	30	2	5
7193	12	12	30	2	5
100189183	0	0	0	0	0
105376805	0	0	0	0	0
791226	1	5	5	0	0
26870	8846	7268	5829	11121	11602
9696	1	0	0	3	2
4237	1	0	1	0	0
105376806	1	0	0	0	0
23400	3	4	0	1	0
6390	0	4	4	1	0
11240	0	2	0	6	4
105376808	0	0	0	0	0
400743	0	0	0	0	0
29943	0	0	0	0	0
51702	0	0	0	0	0
100616188	0	0	0	0	0
23569	0	0	0	0	0
353238	0	0	0	0	0
55920	6	12	8	5	5
55160	3	3	2	4	1
107984028	0	0	0	0	0
81569	1	0	0	0	0
105376809	0	0	0	0	0
105376812	0	0	0	0	0
101927876	0	0	0	0	0
84966	0	0	0	0	0
105376814	0	0	0	1	0
127707	0	0	0	0	0
5081	0	0	0	0	0
80834	0	0	0	0	0
8659	1	1	0	0	0
100616120	0	0	0	0	0
100302276	0	0	0	0	0
126917	1	1	2	10	6
105376815	0	0	0	0	0
23352	28	21	17	43	28
101927895	1	0	0	0	0
23065	6	1	2	5	6
51154	2	0	1	0	1
246181	0	0	0	0	1
22977	0	0	0	0	0
100506730	0	0	1	1	2
8574	0	0	2	3	1
54896	0	0	0	1	1
832	8	5	10	8	7
105376819	0	0	0	0	0
105376818	0	0	0	0	0
105376817	0	0	0	0	0
105378614	0	0	0	0	0
440574	3	2	0	1	0
100532736	2	2	4	0	1
644068	2	0	0	0	0
4681	1	2	4	0	1
3362	0	0	0	0	0
255104	0	1	0	2	1
54546	0	0	0	0	0
105376823	0	0	0	0	0
23252	2	4	2	4	5
30814	0	0	0	0	0
5320	0	1	2	0	0
5322	0	0	0	0	0
26279	0	2	0	0	0
64600	0	0	0	0	0
391013	0	0	0	0	0
127733	0	0	0	0	1
101928017	0	0	0	0	0
105376825	0	0	0	0	0
105376826	0	0	0	0	0
105376827	0	0	0	0	0
105376828	0	0	0	0	0
127731	0	0	0	0	0
339505	0	0	0	0	0
55450	1	9	0	2	4
79594	1	1	1	0	0
163933	0	0	0	0	1
978	0	0	0	0	0
65018	1	0	0	3	1
102464833	0	0	0	0	0
100861548	2	1	1	2	3
1650	8	7	4	2	0
57576	0	0	0	0	0
400745	0	0	0	0	0
112268222	4	4	2	4	2
50809	19	13	3	16	12
8672	5	8	6	10	5
105376830	0	0	0	1	0
105376829	0	0	0	0	1
100302155	0	0	0	0	0
1889	14	16	3	14	10
100506801	0	0	0	0	0
105376832	0	0	0	0	0
84224	0	1	1	1	4
249	0	0	0	0	2
105376834	0	0	0	0	0
5909	2	2	0	0	0
84196	17	9	4	19	12
401944	0	0	0	1	0
3339	17	19	30	18	43
23436	0	0	0	0	0
10136	0	0	0	0	0
101928043	0	0	0	0	0
29092	0	1	0	1	0
112268223	0	0	0	0	0
998	15	14	12	19	15
54361	0	0	0	0	0
105376845	0	0	0	0	0
105376850	0	0	0	0	0
107985377	0	0	0	0	0
100616433	0	0	0	0	0
105376856	0	0	0	0	0
9923	3	2	1	6	7
2046	0	0	0	0	0
102466615	0	0	0	0	0
712	3	8	0	1	0
714	3	7	0	1	0
713	2	10	3	1	0
2048	2	0	1	0	1
100616391	0	0	0	0	0
100422914	0	0	0	0	0
646262	0	0	0	0	0
729059	0	0	0	0	0
23028	7	0	1	2	6
100422866	0	0	1	0	0
7798	2	5	1	6	5
3352	0	0	0	0	0
100996511	0	2	2	3	7
10236	22	12	9	18	11
80818	2	4	2	3	5
148898	0	0	0	0	3
6920	1	2	1	1	1
55616	3	0	1	2	0
1870	4	1	0	0	0
101928163	0	0	0	0	0
105376859	0	0	0	1	0
3399	2	2	4	3	0
107984928	0	0	0	0	0
259283	0	0	0	0	0
6135	8	6	10	20	11
6924	5	1	3	1	4
100506963	1	1	1	1	2
57095	1	0	1	1	1
105376860	0	0	0	0	0
11313	0	0	0	0	2
2582	2	1	1	0	0
3155	1	0	0	1	1
105376861	0	0	0	0	0
2517	9	2	3	5	2
1269	0	0	0	1	0
107984929	0	0	0	0	0
100616492	0	0	0	0	0
55629	9	5	3	5	10
10772	16	8	4	32	22
105378615	0	0	0	0	0
105376863	0	0	0	0	0
107984931	0	0	0	0	0
127294	0	0	0	0	0
107985737	0	0	0	0	0
105376864	0	0	0	0	0
58985	0	0	0	0	0
163702	1	0	0	0	0
284632	0	0	0	0	0
105376871	0	0	0	0	0
57822	0	0	0	0	0
90529	1	0	0	0	0
57185	6	4	3	8	9
100750325	0	0	0	0	0
11123	7	1	4	1	3
100506985	0	0	0	0	1
400746	3	0	0	0	0
10250	16	6	5	17	8
25932	14	28	13	19	30
105376876	0	0	0	0	0
864	0	1	0	2	0
102465437	0	0	0	0	0
107984932	0	0	0	0	0
105376878	1	0	0	0	1
100616365	0	0	0	0	0
105376879	0	0	0	0	0
25949	3	1	0	0	0
57035	2	9	5	11	7
105376882	0	0	0	0	0
6007	1	0	1	2	1
23585	8	8	0	5	3
6006	2	4	1	3	1
55219	4	2	2	3	1
26119	2	3	0	1	1
57134	1	0	0	1	4
57190	0	3	2	3	5
56181	1	1	1	2	2
646471	0	1	0	0	2
79000	1	0	1	0	0
164091	0	0	0	1	0
3925	9	19	3	1	0
100500808	0	0	1	0	0
105376885	0	0	0	0	0
5051	2	1	2	3	0
101928216	0	0	0	0	0
2134	0	1	0	0	0
7780	0	0	0	0	0
105376910	0	0	0	0	0
84676	0	0	0	0	0
149420	3	3	0	0	0
105376886	0	0	0	0	0
79927	0	0	0	0	0
110806296	0	0	0	0	0
51042	0	0	0	1	0
10256	1	0	0	2	0
378807	0	0	0	0	0
101928303	0	0	0	0	0
64793	4	1	0	0	0
83442	1	0	0	0	0
91544	3	0	0	0	0
1043	2	0	0	0	0
55057	1	0	0	0	0
257101	0	0	1	0	0
79727	1	0	0	0	0
79947	3	1	2	10	3
101928324	0	0	0	2	0
3151	6	8	2	1	4
6195	1	0	0	1	0
100302190	0	0	0	0	0
105376888	0	0	0	0	0
101928728	0	0	0	0	1
8289	15	7	1	9	2
55650	1	0	0	1	2
84243	1	0	0	0	0
2810	0	1	0	1	0
54707	0	1	0	1	0
63906	2	0	0	0	0
10726	2	2	1	1	2
8431	0	0	0	0	0
126695	0	0	0	1	0
388610	0	0	0	1	1
115572	3	0	1	1	0
101928391	0	0	0	0	0
6548	0	0	1	2	2
102723760	0	0	0	0	0
105376890	0	0	0	0	0
23038	6	2	0	3	2
84065	0	0	0	0	0
644961	5	6	4	10	7
84958	0	1	1	0	2
9064	0	1	1	7	4
8547	0	0	0	0	0
388611	0	0	0	0	0
2827	0	0	0	0	0
10163	14	20	8	14	11
105376892	0	0	0	1	0
27245	3	5	1	2	1
2268	0	0	0	1	0
111216282	0	0	0	0	0
2537	7	8	3	0	0
199870	0	2	3	3	2
23673	1	3	1	2	10
5511	5	1	0	1	1
677774	17	37	14	9	9
9473	0	0	0	1	2
6118	2	1	0	3	0
27293	1	1	0	0	1
55113	0	0	0	0	1
2140	1	5	1	3	3
5724	4	5	2	1	1
22826	1	2	3	3	1
93974	3	1	2	2	0
83667	2	1	0	0	0
54797	0	0	0	0	1
65979	3	4	4	3	3
1104	1	2	2	1	0
8420	3	1	1	1	3
6080	670	265	263	695	887
26768	318	168	264	567	695
54952	1	3	1	0	0
85028	176	128	119	184	171
692212	13121	6629	29930	21103	14354
677838	76	63	67	117	99
677825	98	65	51	68	72
692073	2578	1669	1230	3010	3773
115273	0	1	1	0	0
6883	1075	566	335	249	461
105378616	1076	563	339	268	471
26824	1076	561	336	251	462
10691	1	3	0	6	2
51441	8	6	4	2	3
4985	0	0	0	1	0
2035	5	10	4	9	4
399474	1	2	0	1	1
6429	3	3	2	3	1
51102	1	0	0	1	0
10076	1	2	0	3	0
101928460	0	0	0	0	0
107984933	0	0	0	0	0
107984934	0	0	0	0	0
101929406	0	0	0	0	0
105378617	0	0	0	0	0
105378618	0	0	0	0	0
4146	0	0	0	0	0
100129196	1	0	0	0	0
7805	13	6	3	1	0
100616164	0	0	0	0	0
105378620	0	1	0	1	0
105378621	0	0	0	0	0
105378622	0	0	0	0	0
400748	0	0	0	0	0
9672	2	2	1	5	5
9698	7	9	7	20	9
692234	748	956	406	1820	2193
692235	748	956	406	1820	2193
692200	1810	1906	3437	677	649
107984935	0	0	0	0	0
79570	1	0	0	0	0
9410	3	1	0	2	0
51538	1	0	4	2	1
2170	0	0	1	0	2
105378623	0	0	0	0	0
107985470	0	0	0	0	0
347735	2	5	0	0	0
105378625	0	0	0	0	0
105379772	0	0	0	0	0
149086	0	0	0	0	0
284551	0	0	0	0	0
105378626	0	0	0	1	0
64129	0	2	0	7	2
3061	0	0	0	1	0
553115	1	0	2	1	1
107985471	0	0	0	0	0
105378628	0	0	0	0	0
1307	0	1	6	3	4
101929444	0	0	0	0	0
576	1	0	1	0	0
100423028	0	0	0	0	0
90853	0	0	0	0	0
8073	24	18	8	12	9
10657	14	8	10	7	9
55116	1	0	1	1	1
100847018	0	0	0	0	0
23633	7	10	7	10	5
200081	3	5	4	7	5
79140	0	0	0	0	0
56063	0	0	0	1	1
55721	0	0	0	1	0
149069	0	1	1	1	3
8668	7	4	2	1	0
339483	0	0	0	0	0
84734	0	0	0	1	0
3932	3	0	0	1	0
3065	3	5	5	3	8
65108	8	2	3	0	0
105378629	0	0	0	0	0
81629	0	0	1	1	0
100128071	0	0	0	0	0
55108	3	1	2	6	6
728116	0	0	0	0	0
653121	2	1	1	2	7
102723870	0	0	0	0	0
339487	7	0	0	5	0
5928	6	10	7	8	11
81493	3	3	4	4	3
57648	5	10	1	5	2
8565	3	4	2	1	0
64766	3	1	0	2	5
252995	0	0	0	0	0
105378631	0	0	0	0	0
3208	0	0	0	0	0
113452	0	1	1	0	0
105378632	0	0	0	0	0
127544	2	4	1	1	4
204	5	5	8	9	2
105378635	0	0	1	0	0
113451	0	0	0	0	2
112268224	0	0	0	1	0
55223	1	1	1	0	1
149076	1	3	1	2	1
127550	0	0	0	0	0
1912	1	2	4	2	2
100500853	0	0	0	0	0
101929464	0	0	0	0	1
7579	3	0	0	1	0
114784	0	0	1	0	1
105378638	0	0	0	0	0
127540	0	0	0	0	0
402779	0	0	0	1	0
84970	0	0	0	0	0
105378639	0	0	0	0	0
105378640	0	0	0	0	0
105378641	0	0	0	0	0
693137	0	0	0	0	0
105378642	0	0	0	0	0
2709	0	0	0	0	0
127534	0	0	0	0	0
2707	0	0	0	0	0
2701	0	0	1	0	0
113444	1	0	0	1	2
58512	0	0	0	0	0
653160	0	0	0	1	2
100506144	1	1	1	0	1
9204	6	2	0	4	0
79830	6	4	0	8	5
105378644	0	0	0	0	0
6421	43	15	16	69	44
9202	12	3	7	10	11
100861513	1	0	0	1	2
79932	7	3	2	8	3
23154	2	2	1	0	0
339488	2	0	1	1	0
105378645	1	0	0	0	0
5690	5	2	5	2	5
105378646	0	0	0	0	0
127703	0	0	2	0	0
63967	3	1	0	0	0
192670	7	4	2	10	8
26523	6	5	5	12	6
192669	8	7	12	24	16
105378647	0	0	0	0	0
27285	0	0	0	0	0
54936	0	0	0	0	1
1296	0	2	0	0	1
27095	2	1	0	0	2
55700	0	5	1	2	0
9967	8	12	5	13	12
79729	0	1	0	0	0
55194	0	0	0	0	0
83931	6	1	0	0	1
84967	2	1	0	0	0
127700	0	2	0	1	0
109616970	16	20	10	26	40
107984940	0	0	0	0	0
64960	3	0	1	1	0
1441	0	0	1	1	0
107984941	0	1	0	1	0
105378648	0	0	0	0	0
2899	1	0	0	0	0
100422898	0	0	0	0	0
107984942	0	0	0	0	0
728431	0	0	0	1	0
80149	1	1	1	0	1
102465438	0	0	0	0	0
64769	4	4	4	7	2
100847010	0	0	0	0	0
105378649	0	0	0	0	0
79753	1	1	0	0	2
7802	1	0	0	1	0
29889	5	3	3	4	2
284654	0	0	0	1	2
54955	0	0	0	1	0
55143	0	1	0	0	0
284656	1	0	0	0	0
105378650	0	0	0	0	0
149175	1	0	0	0	0
79693	0	2	0	2	2
127687	0	0	0	0	2
4520	2	3	1	2	2
3633	3	1	1	5	5
105378651	0	0	0	0	0
10946	5	3	5	5	3
2275	0	1	1	0	1
51118	4	2	0	4	4
5453	1	0	0	0	0
107985103	0	0	0	0	0
105378653	0	0	0	0	0
100500801	0	0	0	0	0
105378655	0	0	0	0	0
105378654	0	0	0	0	0
339442	0	0	0	0	0
105378657	0	0	0	0	0
107984943	0	0	0	0	0
105378656	0	0	0	0	0
105378658	0	0	0	0	0
105378660	0	0	0	0	0
64121	3	7	3	3	5
100527950	2	1	1	2	1
26292	2	1	1	2	1
105378663	0	0	0	0	0
81025	0	0	0	0	0
54933	0	0	0	0	0
105378662	0	0	0	0	0
79647	8	3	4	2	1
4725	10	1	3	4	2
23499	80	44	33	89	80
643314	1	1	0	4	4
105378950	0	0	0	0	0
353500	3	1	2	0	0
192217	0	0	0	0	0
728448	2	0	1	0	2
8761	11	4	4	10	3
101929516	4	0	1	1	0
677834	20	32	14	39	29
26508	0	1	0	0	3
84618	0	0	0	0	0
51440	0	0	0	0	0
10450	1	2	1	1	2
656	1	0	0	0	1
64064	0	0	0	0	0
105378666	0	0	0	0	0
101929536	0	0	0	0	0
105378951	0	0	0	0	0
107985740	0	0	0	0	0
105378665	0	0	0	0	0
105378667	0	0	0	0	0
54802	2	1	0	3	1
4610	1	1	1	0	1
105378668	0	0	0	0	0
84879	0	0	0	1	0
105378669	0	0	0	1	0
10487	22	21	16	4	7
5538	11	14	10	6	7
105378671	0	0	0	0	0
6018	6	3	3	11	12
127391	0	0	0	0	0
10269	7	8	1	3	3
1298	0	0	0	1	1
107984945	0	0	0	0	0
64744	5	3	2	2	4
65243	0	1	0	0	0
339559	0	0	0	0	1
105378672	0	0	0	0	1
64789	0	0	0	0	1
127396	1	1	2	1	1
105378673	0	0	0	0	0
9783	0	0	0	1	1
105378675	1	0	0	0	0
105378674	0	0	0	0	0
100130557	0	0	0	0	0
4802	4	1	0	7	2
407034	0	0	0	0	0
407031	2	0	0	1	2
9132	0	0	0	0	0
105378676	0	0	0	0	0
163732	0	0	0	2	0
1503	1	1	0	0	1
100507178	0	0	0	0	0
200172	0	0	0	1	1
22955	5	2	2	3	1
100132074	1	1	0	0	0
101929901	0	0	0	0	0
105378678	0	0	0	0	0
1907	0	0	0	0	0
59269	3	3	1	6	5
2981	0	0	0	0	0
2980	0	0	0	0	0
22887	7	8	1	8	9
284716	0	0	0	1	0
84217	0	0	0	0	0
728621	1	1	0	2	3
79717	2	3	0	4	6
10465	1	4	1	4	0
4904	7	10	5	5	6
149461	0	0	0	0	0
64175	1	1	1	1	2
79078	0	0	0	1	1
105378683	0	0	0	0	0
100129924	0	0	0	1	0
107984946	0	0	0	0	0
374969	0	0	0	2	1
114625	2	1	1	3	0
51058	1	0	0	0	0
339539	0	0	0	0	0
6513	3	2	2	2	2
440584	0	0	0	0	0
440585	0	0	0	1	0
10969	2	3	1	0	0
102465439	0	0	0	0	0
149465	0	0	0	0	0
105378685	0	0	0	0	0
128218	1	0	0	0	1
149466	0	0	0	1	0
7075	0	1	2	3	3
4352	0	0	0	1	0
105378687	0	0	0	0	0
991	5	0	0	0	1
64834	6	2	1	2	1
102466723	1	0	0	0	0
112268225	0	0	0	0	0
112950	2	0	1	1	3
107984947	0	0	0	0	0
23334	8	3	2	7	11
100873952	1	0	1	1	0
102465440	0	0	0	0	0
81888	0	0	0	1	1
5792	40	11	8	28	11
9682	6	1	3	4	4
100132774	0	0	0	0	0
6487	0	0	0	1	2
101929592	0	0	0	0	0
102464830	0	0	0	0	0
9048	0	0	0	0	0
105378688	0	0	0	0	0
101929609	0	0	0	0	0
9670	1	2	1	0	0
1802	0	0	0	1	0
533	8	4	3	0	2
8704	1	2	0	0	1
149473	0	1	0	0	0
6536	3	2	0	0	0
107984948	0	0	0	0	0
128209	0	0	0	0	0
105378952	0	0	0	0	0
55929	1	0	0	2	0
79033	1	2	0	0	2
100874278	0	0	0	0	0
106635545	0	0	0	0	0
55182	1	3	1	2	2
107984951	0	0	0	0	0
100847089	0	0	0	0	0
107984950	1	2	1	1	1
79639	0	0	0	0	0
109623472	2	2	5	2	1
339541	0	1	0	0	1
105378690	0	0	0	0	0
26828	98	61	25	3	0
26830	16	42	50	29	23
11004	1	0	0	0	0
109623476	4	0	8	0	1
6202	12	11	7	26	17
26811	2344	1159	8123	6116	4122
94161	3101	2424	2139	3381	4293
94162	6989	5351	12149	13057	15296
94163	4663	3362	2945	4449	5830
266675	0	0	0	0	0
