Feature,Importance
hsa-miR-30a-5p,0.0031596242620345284
hsa-miR-6763-3p,0.003125733891671448
hsa-miR-3121-3p,0.003120514120043708
hsa-miR-4443,0.0030148242328854797
hsa-miR-1307-5p,0.0030104501501412996
hsa-miR-5588-3p,0.0030042332059685285
hsa-miR-4797-3p,0.002994132087758
hsa-miR-1226-3p,0.002914561788453995
hsa-miR-4436a,0.002859707563834168
hsa-miR-9903,0.0028291118273728955
hsa-miR-26a-5p,0.0028175203272258393
hsa-miR-2115-3p,0.002812312450759945
hsa-miR-302d-5p,0.002756513020945867
hsa-miR-500a-5p,0.002726449861627446
hsa-miR-3136-3p,0.0027092052557266344
hsa-miR-425-5p,0.0027038202763530754
hsa-miR-4645-5p,0.002644300926094933
hsa-miR-1236-5p,0.0026320721980525176
hsa-miR-6809-3p,0.0025740669322245474
hsa-miR-509-3p,0.0025362874400797976
hsa-miR-4632-5p,0.0025355055068139016
hsa-miR-6721-5p,0.0025346382906367903
hsa-miR-4645-3p,0.002529516425434873
hsa-miR-12124,0.002513566302349499
hsa-miR-3127-5p,0.0025130711028342745
hsa-miR-409-3p,0.0025081157180333485
hsa-miR-4742-5p,0.0025072134761666056
hsa-miR-3934-5p,0.002498766003202884
hsa-miR-7705,0.002498567181322174
hsa-miR-3115,0.0024938684237538976
hsa-miR-875-5p,0.0024921762608913025
hsa-miR-4782-5p,0.002463140512307363
hsa-miR-548u,0.0024606524470585805
hsa-miR-6875-3p,0.0024554594979430784
hsa-miR-6752-3p,0.002455025165066574
hsa-miR-7153-5p,0.0024535956165549723
hsa-miR-3130-5p,0.002448691247824379
hsa-miR-624-5p,0.002447498530254321
hsa-miR-4783-5p,0.0024467475948443105
hsa-miR-6824-3p,0.0024420901717589105
hsa-miR-4274,0.0024176118588608245
hsa-miR-4644,0.0024163299276375506
hsa-miR-1226-5p,0.002414765334225602
hsa-miR-3919,0.0023994475154533322
hsa-miR-4768-3p,0.002335448105776171
hsa-miR-5090,0.0023336202467164596
hsa-miR-378f,0.0023297937888400264
hsa-miR-7154-3p,0.00231629379715174
hsa-miR-6826-3p,0.002296855877593196
hsa-miR-6824-5p,0.0022793758679045444
hsa-miR-9500,0.002243828630451472
hsa-miR-4764-5p,0.0022304163994750687
hsa-miR-548at-5p,0.002221323462304693
hsa-miR-6730-3p,0.002215254093129707
hsa-miR-4722-3p,0.002199318539684335
hsa-miR-599,0.002182965838576263
hsa-miR-4489,0.002181957669854977
hsa-miR-196a-3p,0.0021810353130695802
hsa-miR-4462,0.0021651897928818627
hsa-miR-4255,0.0021591275454209925
hsa-miR-3186-5p,0.002158753458674601
hsa-miR-4678,0.0021083693809768257
hsa-miR-6859-5p,0.0021077603910523352
hsa-miR-8060,0.002103118086283475
hsa-miR-2355-3p,0.002091371586265102
hsa-miR-409-5p,0.0020785351503519105
hsa-miR-7162-3p,0.0020694415964152796
hsa-miR-7157-5p,0.0020610142141376333
hsa-miR-4430,0.0020536179442215193
hsa-miR-4418,0.002053125308914367
hsa-miR-302b-5p,0.0020530687696754747
hsa-miR-548f-3p,0.002026389151102355
hsa-miR-3606-5p,0.002024825114494395
hsa-miR-551b-3p,0.0020172908235432697
hsa-miR-4765,0.0020157819935669287
hsa-miR-6509-5p,0.0020135496708904876
hsa-miR-1243,0.0020021204536729963
hsa-miR-129-1-3p,0.0019896202327940636
hsa-miR-3145-3p,0.0019893546254885776
hsa-miR-532-3p,0.0019586191216443903
hsa-miR-187-3p,0.0019543723956166915
hsa-miR-4434,0.0019325184243995513
hsa-miR-1258,0.0019294679788227668
hsa-miR-452-3p,0.0019261621037044204
hsa-miR-6788-3p,0.001923426006200979
hsa-miR-4793-5p,0.0019068844444757455
hsa-miR-4270,0.0019052904452551602
hsa-miR-5705,0.001896874013337455
hsa-miR-1287-3p,0.001884184943535398
hsa-miR-1284,0.0018704959074563694
hsa-miR-1202,0.001868724447935248
hsa-miR-3150b-3p,0.0018667880807137075
hsa-miR-3065-3p,0.001854996618880353
hsa-miR-367-5p,0.0018236621192243652
hsa-miR-8084,0.0018223001297178972
hsa-miR-4789-3p,0.0018192467281416336
hsa-miR-1296-5p,0.0017993866853292994
hsa-miR-12136,0.0017956425520879666
hsa-miR-892c-5p,0.0017946078240529135
hsa-miR-6827-5p,0.0017794721790083364
hsa-miR-6071,0.0017526715929321345
hsa-miR-4791,0.0017308587657517372
hsa-miR-6858-3p,0.0017294391157800842
hsa-miR-375-5p,0.001687804896870242
hsa-miR-3130-3p,0.0016683662909943713
hsa-miR-4439,0.0016611500579070098
hsa-miR-942-5p,0.001657780312952109
hsa-miR-182-3p,0.0016555187880537869
hsa-miR-6717-5p,0.0016403322280288074
hsa-miR-577,0.0016328385479554104
hsa-miR-7515,0.0016224762350343306
hsa-miR-7111-5p,0.0016138612329128705
hsa-miR-200a-3p,0.001601913559234793
hsa-miR-4646-5p,0.0016008869773638146
hsa-miR-664b-3p,0.0015977193904060255
hsa-miR-1224-3p,0.001594890424330494
hsa-miR-548v,0.0015823815491668419
hsa-miR-1307-3p,0.001568974889051115
hsa-miR-6890-3p,0.0015601934447041208
hsa-miR-544b,0.0015579497345092925
hsa-miR-3131,0.001554199412316803
hsa-miR-449a,0.0015538722540234383
hsa-miR-1236-3p,0.0015465524639540309
hsa-miR-4440,0.0015454531125004389
hsa-miR-4726-3p,0.00153951499388591
hsa-miR-6873-5p,0.0015323527520554451
hsa-miR-3529-5p,0.0015321340467586517
hsa-miR-1182,0.0015300741308095606
hsa-miR-6785-5p,0.001530018319328836
hsa-miR-548j-3p,0.001520759356704327
hsa-miR-3923,0.0015183042222064124
hsa-miR-3912-5p,0.0015133282475607408
hsa-miR-4684-5p,0.0015058247648764838
hsa-miR-548ac,0.0015041278516460658
hsa-miR-5189-3p,0.0014992596445855448
hsa-miR-3612,0.0014986931145322285
hsa-miR-4448,0.0014891035509036112
hsa-miR-651-3p,0.0014686565272738347
hsa-miR-5787,0.001468363388652273
hsa-miR-22-3p,0.001466696768792099
hsa-miR-4695-3p,0.0014584645252216503
hsa-miR-6741-5p,0.0014511178107714162
hsa-miR-548ay-5p,0.0014433548951026916
hsa-miR-6786-5p,0.0014416716942614587
hsa-miR-6727-3p,0.0014379844917311617
hsa-miR-6805-3p,0.0014349856357912694
hsa-miR-3606-3p,0.0014341630486067855
hsa-miR-561-5p,0.0014303135714839204
hsa-miR-5187-5p,0.0014062726088991783
hsa-miR-3691-3p,0.0013985691162848707
hsa-miR-3129-5p,0.0013929675497335956
hsa-miR-3691-5p,0.0013924763828532954
hsa-miR-8089,0.0013901897677038799
hsa-miR-8485,0.001386410003081806
hsa-miR-6510-5p,0.0013752830807486854
hsa-miR-425-3p,0.0013618299070972911
hsa-miR-3689f,0.0013465076478969215
hsa-miR-4738-3p,0.0013460201730698701
hsa-miR-8086,0.0013459672397835747
hsa-miR-299-3p,0.001337131091134204
hsa-miR-6890-5p,0.0013366364171427036
hsa-miR-3126-5p,0.0013176618002739184
hsa-miR-6873-3p,0.0013154589880483372
hsa-miR-146a-5p,0.0013144937749258413
hsa-miR-548aj-5p,0.0013133528392986924
hsa-miR-11400,0.0012996189609984605
hsa-miR-182-5p,0.0012952672400002208
hsa-miR-1297,0.0012945247869632504
hsa-miR-4783-3p,0.001285036930190961
hsa-miR-8082,0.001270218412718014
hsa-miR-6888-3p,0.0012628679984849264
hsa-miR-6504-3p,0.0012310339456914525
hsa-miR-29c-3p,0.0012304229681565177
hsa-miR-3605-3p,0.0012027061032919715
hsa-miR-6781-5p,0.001196401390146661
hsa-miR-9985,0.0011963543909004964
hsa-miR-4753-5p,0.0011910093894852167
hsa-miR-7158-5p,0.001182411036907987
hsa-miR-513a-3p,0.0011626165866297188
hsa-miR-1537-3p,0.0011606543859661975
hsa-miR-656-3p,0.0011551044758607968
hsa-miR-5001-3p,0.0011520832389403184
hsa-miR-6726-5p,0.0011495541409776693
hsa-miR-143-5p,0.001147572078287487
hsa-miR-532-5p,0.0011405316378472303
hsa-miR-4285,0.0011320581867432053
hsa-miR-3141,0.0011308363112910484
hsa-miR-937-5p,0.0011255546874999944
hsa-miR-187-5p,0.0011232040413863297
hsa-miR-4265,0.00112148340024609
hsa-miR-3681-5p,0.0011197761511173529
hsa-miR-96-5p,0.001115827149847594
hsa-miR-7978,0.0011143773759793255
hsa-miR-8075,0.0011114445379067652
hsa-miR-15b-5p,0.0011092872803702232
hsa-miR-4679,0.0011029291457098113
hsa-miR-30c-2-3p,0.001093835229068702
hsa-miR-5008-5p,0.0010902415377696982
hsa-miR-12115,0.001085372492674641
hsa-miR-490-3p,0.0010816796210995384
hsa-miR-548ay-3p,0.0010801734556604126
hsa-miR-7977,0.00106829999175206
hsa-miR-892b,0.0010614777972993955
hsa-miR-4771,0.0010527551315538573
hsa-miR-5696,0.0010511166749700978
hsa-miR-1245b-5p,0.0010508734780351916
hsa-miR-604,0.0010485285162057534
hsa-miR-891a-5p,0.0010376196400479327
hsa-miR-29a-5p,0.0010272387831360313
hsa-miR-6739-3p,0.0010256681479320193
hsa-miR-509-3-5p,0.001015859923763307
hsa-miR-6751-5p,0.0010088917372398328
hsa-miR-3190-3p,0.0010051737051433567
hsa-miR-514b-5p,0.0010043487722731011
hsa-miR-3150b-5p,0.00100180040467012
hsa-miR-552-5p,0.0010001480294696192
hsa-miR-4735-5p,0.0009905590720826174
hsa-miR-609,0.0009895441572813264
hsa-miR-885-5p,0.0009812181780820561
hsa-miR-107,0.0009772076870720246
hsa-miR-5692a,0.000965861380664573
hsa-miR-4482-3p,0.0009655890655855111
hsa-miR-6832-3p,0.0009621733175547273
hsa-miR-4796-5p,0.000961983982912687
hsa-miR-656-5p,0.0009619426950839446
hsa-miR-3065-5p,0.0009616679454187931
hsa-miR-6735-5p,0.0009515827734337798
hsa-miR-4432,0.0009401714301212338
hsa-miR-4456,0.0009378476172978181
hsa-miR-6499-5p,0.0009376294108398718
hsa-miR-138-1-3p,0.0009361265342235722
hsa-miR-514a-3p,0.0009353673440943702
hsa-miR-4290,0.0009298927946116051
hsa-miR-335-5p,0.000928016636829792
hsa-miR-4503,0.0009225547899087337
hsa-miR-4424,0.0009084487147767142
hsa-miR-6793-3p,0.0009083765159834541
hsa-miR-555,0.0009037041711364932
hsa-miR-4317,0.0008994154460269228
hsa-miR-8088,0.0008989374262101545
hsa-miR-34c-5p,0.0008918030774699528
hsa-miR-34a-5p,0.0008908300399102244
hsa-miR-6513-5p,0.000888838708540524
hsa-miR-510-5p,0.0008873614583121635
hsa-miR-8067,0.0008691987988051541
hsa-miR-4787-5p,0.000862406206045856
hsa-miR-4757-3p,0.0008623459109639614
hsa-miR-26a-1-3p,0.0008576806390481967
hsa-miR-570-3p,0.0008560614156048463
hsa-let-7f-5p,0.0008558222927310403
hsa-miR-431-3p,0.0008500413862511786
hsa-miR-29b-2-5p,0.0008480187951591166
hsa-miR-7159-3p,0.0008476741144587893
hsa-miR-1913,0.0008457043357377548
hsa-miR-4703-3p,0.0008290908891836246
hsa-miR-6127,0.0008265578305205301
hsa-miR-4800-3p,0.000826439109050954
hsa-miR-5192,0.0008237606464293505
hsa-miR-4653-3p,0.0008192031043859358
hsa-miR-103a-1-5p,0.0008176674240095501
hsa-miR-410-3p,0.0008159722222222224
hsa-miR-5093,0.0008114125957717483
hsa-miR-888-3p,0.0008079219521267314
hsa-miR-4737,0.000805683047256395
hsa-miR-593-5p,0.0008041824821481688
hsa-miR-489-3p,0.0008030061880778636
hsa-miR-3939,0.0007980227833169007
hsa-miR-885-3p,0.0007924025784725977
hsa-miR-629-3p,0.0007886349251720285
hsa-miR-6084,0.0007886341242264233
hsa-miR-224-5p,0.0007875115955473097
hsa-miR-4769-3p,0.000785153169896807
hsa-miR-6776-3p,0.0007748260464695384
hsa-miR-4777-5p,0.0007717805196118829
hsa-miR-4799-5p,0.000771033797326544
hsa-miR-128-3p,0.0007702072446686585
hsa-miR-3135b,0.0007607637506084337
hsa-miR-548b-3p,0.0007594278980716434
hsa-miR-5004-3p,0.0007504047433821837
hsa-miR-4714-3p,0.0007498725120835579
hsa-miR-653-3p,0.000749328845261708
hsa-miR-5685,0.0007465823066194873
hsa-miR-662,0.000745581737849779
hsa-miR-184,0.0007421494068326314
hsa-miR-301a-5p,0.0007396228166954069
hsa-miR-4272,0.0007361035506481982
hsa-miR-4471,0.0007300909710381939
hsa-miR-26b-3p,0.0007270117964541191
hsa-miR-18a-5p,0.0007267605130811168
hsa-miR-4252,0.0007237076715666822
hsa-miR-3184-5p,0.0007224831126517287
hsa-miR-1255b-5p,0.0007205199770111731
hsa-miR-548ak,0.0007193438642499774
hsa-miR-410-5p,0.0007183577510585984
hsa-miR-4739,0.0007158555831014871
hsa-miR-4780,0.0007121625702760666
hsa-miR-6765-3p,0.0007118151393838382
hsa-miR-133a-3p,0.0007106843203556596
hsa-miR-8066,0.0007099049340581839
hsa-miR-548ae-5p,0.0007046170311476431
hsa-miR-302a-3p,0.0007032200179879505
hsa-miR-4484,0.0007000438158332896
hsa-miR-4524b-5p,0.0006976823360071529
hsa-miR-7159-5p,0.0006962705197707367
hsa-miR-3134,0.0006958335440644792
hsa-miR-4263,0.0006944045911047325
hsa-miR-6736-5p,0.0006898452944219965
hsa-miR-6737-3p,0.0006894250945484341
hsa-miR-4463,0.000688789743716824
hsa-miR-375-3p,0.0006881245898319678
hsa-miR-328-3p,0.0006881148945695174
hsa-miR-943,0.000686147033461599
hsa-miR-4652-5p,0.0006808510638297871
hsa-miR-29c-5p,0.0006769169772935454
hsa-miR-8072,0.0006765197275414472
hsa-miR-5006-3p,0.0006745418155230504
hsa-miR-4449,0.0006743708755951689
hsa-miR-4268,0.000667448054726049
hsa-miR-4502,0.0006660846262113376
hsa-miR-302c-3p,0.00066467352951756
hsa-miR-483-3p,0.0006629438875142334
hsa-miR-6858-5p,0.0006624370337504566
hsa-miR-1587,0.0006549031639558845
hsa-miR-6730-5p,0.000652672272272069
hsa-miR-204-3p,0.0006474271402550072
hsa-miR-323a-3p,0.0006462948815889992
hsa-miR-3128,0.0006379974005933722
hsa-miR-6805-5p,0.0006376711157673084
hsa-miR-6891-5p,0.0006376066964958787
hsa-miR-5708,0.0006375525473323314
hsa-miR-5702,0.0006333740017746231
hsa-miR-6500-5p,0.0006293125275019774
hsa-miR-200c-3p,0.0006273101823620736
hsa-miR-4433b-5p,0.0006261001078153212
hsa-miR-497-3p,0.0006259476482436167
hsa-miR-98-5p,0.0006258578990663837
hsa-miR-554,0.0006117142177315454
hsa-miR-4704-5p,0.0006113007125281756
hsa-miR-548ae-3p,0.0006101349822471912
hsa-miR-4291,0.000605340746652329
hsa-miR-3916,0.0006024759286474415
hsa-miR-4776-3p,0.0006011283979892961
hsa-miR-593-3p,0.0005999999999999985
hsa-miR-548z,0.0005945001157608423
hsa-miR-5186,0.0005929521470232065
hsa-miR-302a-5p,0.0005910736865917781
hsa-miR-6829-5p,0.0005906272623837158
hsa-miR-4676-5p,0.0005875512001509495
hsa-miR-561-3p,0.0005842043780673714
hsa-miR-6817-3p,0.0005819833661778954
hsa-miR-4779,0.0005798727400058408
hsa-miR-183-3p,0.0005789194863379414
hsa-miR-4731-3p,0.0005771445791062621
hsa-miR-4741,0.000574188231200149
hsa-miR-1247-3p,0.0005740775713687705
hsa-miR-4712-5p,0.0005738602000776697
hsa-miR-759,0.0005721862914142649
hsa-miR-3972,0.0005698059656911114
hsa-miR-3181,0.0005692092680471674
hsa-miR-3613-5p,0.0005686122325149429
hsa-miR-4264,0.0005661663475105819
hsa-miR-3149,0.0005653221774713612
hsa-miR-9900,0.0005641821543432183
hsa-miR-6734-5p,0.0005628403874052964
hsa-miR-181b-5p,0.0005626456141114726
hsa-miR-6868-3p,0.0005625462108544921
hsa-miR-650,0.0005579297245963912
hsa-miR-3171,0.0005531571547552956
hsa-miR-4431,0.0005530456376636103
hsa-miR-134-3p,0.0005528095505141473
hsa-miR-6831-5p,0.0005520091067408306
hsa-miR-6514-5p,0.0005504427558869561
hsa-miR-4707-5p,0.0005480621134084131
hsa-miR-664a-3p,0.0005467945375275896
hsa-miR-4639-3p,0.0005466357730225797
hsa-miR-4730,0.0005456468014809993
hsa-miR-153-5p,0.0005435323558914838
hsa-miR-758-5p,0.0005396210693112589
hsa-miR-378a-5p,0.0005357541760324701
hsa-miR-7157-3p,0.0005319639131778552
hsa-miR-2355-5p,0.0005301074811274476
hsa-miR-6731-5p,0.0005257416115539684
hsa-miR-3925-5p,0.0005223739772150163
hsa-miR-219a-1-3p,0.0005208243867095435
hsa-miR-4707-3p,0.0005194955306498756
hsa-miR-450b-3p,0.0005160134378499441
hsa-miR-3186-3p,0.000511882983268663
hsa-miR-668-5p,0.0005109695558938547
hsa-miR-4647,0.0005067630476629309
hsa-miR-519a-5p,0.0005066591017677971
hsa-miR-6833-3p,0.0005057975058435127
hsa-miR-12123,0.0005057620338075604
hsa-miR-6826-5p,0.000503534030390352
hsa-miR-6784-5p,0.0004935250994267305
hsa-miR-490-5p,0.0004934822495956589
hsa-miR-4438,0.0004895725026107051
hsa-miR-654-5p,0.0004895284425782003
hsa-miR-4785,0.00048747520646254814
hsa-miR-181a-5p,0.0004861495608295089
hsa-miR-3618,0.00048609858859158944
hsa-miR-34b-3p,0.00048346214518865373
hsa-miR-6509-3p,0.0004824192020212656
hsa-miR-3135a,0.000481680148741708
hsa-miR-3173-3p,0.00047959183673469387
hsa-miR-6771-5p,0.00047865003274313075
hsa-miR-549a-3p,0.0004734432234432235
hsa-miR-339-3p,0.0004693354827378783
hsa-miR-4694-5p,0.0004661471510980672
hsa-miR-6083,0.000465789975223938
hsa-miR-3928-5p,0.00046324211502782916
hsa-miR-513a-5p,0.0004573319061983069
hsa-miR-574-5p,0.00045506103033966046
hsa-miR-6780b-3p,0.00045461309523809517
hsa-miR-4444,0.0004532851115129597
hsa-miR-128-2-5p,0.00044693994709428113
hsa-miR-6881-3p,0.0004460126449499093
hsa-miR-8058,0.00044540953439641955
hsa-miR-7162-5p,0.00044380836235319624
hsa-miR-1296-3p,0.0004337096298705919
hsa-miR-2110,0.00043359462486002227
hsa-miR-4253,0.00043212697265475943
hsa-miR-5693,0.00042666914225033506
hsa-miR-4452,0.000426322897654502
hsa-miR-4740-5p,0.0004257327927330265
hsa-miR-338-3p,0.00042542567510069437
hsa-miR-379-3p,0.000425089313978203
hsa-miR-4451,0.00042426044574283455
hsa-miR-340-5p,0.00042320002813829984
hsa-miR-5007-5p,0.00042306610407876226
hsa-miR-513c-3p,0.0004224332773710511
hsa-miR-3658,0.0004223301374763917
hsa-miR-4677-5p,0.0004220207519468727
hsa-miR-6823-3p,0.00041856758272054565
hsa-miR-4774-3p,0.0004159842289338695
hsa-miR-3138,0.0004155749029475497
hsa-miR-3678-3p,0.0004117355448847479
hsa-miR-670-3p,0.00041160555383484626
hsa-miR-4659b-3p,0.0004092152906382156
hsa-miR-6876-5p,0.00040593180656977804
hsa-miR-26a-2-3p,0.0004039343009931246
hsa-miR-9851-5p,0.00039823988719036836
hsa-miR-200b-3p,0.0003970086391893983
hsa-miR-365b-3p,0.0003926531661676748
hsa-miR-539-5p,0.0003926482873851296
hsa-miR-605-5p,0.0003916666666666671
hsa-miR-6801-3p,0.000391063174114022
hsa-miR-573,0.0003874511976363836
hsa-miR-145-3p,0.0003863191135906123
hsa-miR-548ad-3p,0.0003841498649822852
hsa-miR-9899,0.00038329282596731817
hsa-miR-6132,0.0003830144775411497
hsa-miR-3661,0.0003829787234042553
hsa-miR-1245b-3p,0.0003827937177774841
hsa-miR-4680-5p,0.0003821138211382113
hsa-miR-4766-5p,0.00038175350500746117
hsa-miR-5585-5p,0.0003810682071551639
hsa-miR-519c-5p,0.00038058308167773054
hsa-miR-548l,0.0003805005255185308
hsa-miR-1290,0.0003777252688418812
hsa-miR-4768-5p,0.00037620900500277935
hsa-miR-548ad-5p,0.0003714747846110783
hsa-miR-6881-5p,0.00037109169386251187
hsa-miR-4642,0.00037080423344966446
hsa-miR-3944-3p,0.00036967505249707047
hsa-miR-664b-5p,0.00036872966399982164
hsa-miR-4764-3p,0.00036570395840912517
hsa-miR-3616-5p,0.00036559512704182034
hsa-miR-191-3p,0.00036165801790801806
hsa-miR-450a-5p,0.00036139367240688815
hsa-miR-6872-5p,0.00036101783121139875
hsa-miR-198,0.0003587483223029579
hsa-miR-2861,0.00035695700089120544
hsa-miR-1253,0.0003563260697960457
hsa-miR-6823-5p,0.00035589093517684263
hsa-miR-7158-3p,0.00035364860229806193
hsa-miR-1915-3p,0.0003505118212704011
hsa-miR-564,0.0003493007093550575
hsa-miR-548t-3p,0.0003487232009433672
hsa-miR-6512-5p,0.0003437039071022825
hsa-miR-302c-5p,0.00034247545794960035
hsa-miR-520e-5p,0.00034199749261325783
hsa-miR-892c-3p,0.0003402244294479592
hsa-miR-873-3p,0.0003376436781609206
hsa-miR-4632-3p,0.00033660879465279394
hsa-miR-330-3p,0.00033585672495031375
hsa-miR-1294,0.00033493091759065113
hsa-miR-6830-3p,0.0003344402277039847
hsa-miR-6833-5p,0.00033388473228898835
hsa-miR-11399,0.00033301691745461835
hsa-miR-18a-3p,0.00033208763087381186
hsa-miR-299-5p,0.0003305997808205088
hsa-miR-4330,0.00032951875491235637
hsa-miR-514b-3p,0.000329278972462781
hsa-miR-1224-5p,0.00032718911185844923
hsa-miR-5704,0.0003248528523495188
hsa-miR-5007-3p,0.0003216695585116634
hsa-miR-4534,0.0003197278911564626
hsa-miR-5003-5p,0.0003187022420715992
hsa-miR-7843-5p,0.0003144753374896123
hsa-miR-103a-3p,0.00031438127090301
hsa-miR-548i,0.0003123398340789647
hsa-miR-1203,0.0003113618833750148
hsa-miR-4772-5p,0.0003104177077519793
hsa-miR-222-5p,0.0003083104650033413
hsa-miR-5010-3p,0.0003066345478269596
hsa-miR-6783-3p,0.0003044923530592481
hsa-miR-135a-5p,0.0003027171450023335
hsa-miR-4529-5p,0.0003005012041022473
hsa-miR-181c-5p,0.000297280202403542
hsa-miR-30a-3p,0.00029658972896045953
hsa-miR-6780a-3p,0.0002932793048194256
hsa-miR-4775,0.00029218565041674383
hsa-miR-6872-3p,0.0002908628654875383
hsa-miR-3175,0.0002899556583767109
hsa-miR-522-5p,0.0002880352579147763
hsa-miR-4433a-3p,0.00028776960290264117
hsa-miR-5091,0.0002856600189933523
hsa-miR-619-3p,0.000285135706951411
hsa-miR-653-5p,0.00028215675375208444
hsa-miR-29a-3p,0.00027997793712079437
hsa-miR-4753-3p,0.00027351928374655653
hsa-miR-8080,0.0002731778633575807
hsa-miR-302d-3p,0.00027311466942148767
hsa-miR-381-3p,0.0002726133193499572
hsa-miR-1244,0.00026815988523735024
hsa-miR-3201,0.00026685628421165605
hsa-miR-1247-5p,0.00026612381363244175
hsa-miR-6892-3p,0.00026556719754156527
hsa-miR-5590-3p,0.00026450001758643733
hsa-miR-18b-5p,0.0002624687461659848
hsa-miR-612,0.00026091577187114975
hsa-miR-6770-5p,0.0002597453855833872
hsa-miR-335-3p,0.0002593650723981238
hsa-miR-3654,0.00025921658986175194
hsa-miR-574-3p,0.0002589531680440772
hsa-miR-572,0.0002589531680440771
hsa-miR-4684-3p,0.0002572014897012997
hsa-miR-6078,0.0002553191489361702
hsa-miR-6856-3p,0.00025474254742547417
hsa-miR-9898,0.0002534512510785159
hsa-miR-6077,0.0002519560963778596
hsa-miR-19b-1-5p,0.0002517857142857144
hsa-miR-411-5p,0.0002507819445059137
hsa-miR-6835-3p,0.00025075987841945304
hsa-miR-6754-5p,0.0002500860009165662
hsa-miR-4640-5p,0.0002497216880882502
hsa-miR-195-3p,0.000249240121580547
hsa-miR-4772-3p,0.0002487765583359453
hsa-miR-28-3p,0.0002471998714934505
hsa-miR-502-3p,0.00024695922934708575
hsa-miR-586,0.0002459609222242296
hsa-miR-19b-2-5p,0.0002458628841607564
hsa-miR-6748-5p,0.00024576299638937824
hsa-miR-4539,0.0002456829872698969
hsa-miR-431-5p,0.0002446500867553499
hsa-miR-6728-5p,0.00024296685347024386
hsa-miR-4318,0.00024198542193445326
hsa-miR-423-3p,0.00023935514560907622
hsa-miR-5687,0.00023882113821138207
hsa-miR-3935,0.00023882113821138207
hsa-miR-6825-3p,0.00023835462058602558
hsa-miR-6775-5p,0.00023783017913166693
hsa-miR-4694-3p,0.00023519926604484358
hsa-miR-9718,0.00023362547509243284
hsa-miR-629-5p,0.00023357762511884002
hsa-miR-5004-5p,0.00023331494760066193
hsa-miR-6884-3p,0.00023313492063492064
